Date,Total cases,New cases,Total deaths,Total recovered
2020-06-01,7857,38,115,6404
2020-06-02,7877,20,115,6470
2020-06-03,7970,93,115,6531
2020-06-04,8247,277,115,6559
2020-06-05,8266,19,116,6610
2020-06-06,8303,37,117,6635
2020-06-07,8322,19,117,6674
2020-06-08,8329,7,117,6694
2020-06-09,8336,7,117,6975
2020-06-10,8338,2,118,7014
2020-06-11,8369,31,118,7065
2020-06-12,8402,33,119,7168
2020-06-13,8445,43,120,7311
2020-06-14,8453,8,121,7346
2020-06-15,8494,41,121,7400
2020-06-16,8505,11,121,7733
2020-06-17,8515,10,121,7873
2020-06-18,8529,14,121,8000
2020-06-19,8535,6,121,8070
2020-06-20,8556,21,121,8146
2020-06-21,8572,16,121,8156
2020-06-22,8587,15,121,8177
2020-06-23,8590,3,121,8186
2020-06-24,8596,6,121,8231
2020-06-25,8600,4,121,8271
2020-06-26,8606,6,121,8294
2020-06-27,8616,10,121,8308
2020-06-28,8634,18,121,8318
2020-06-29,8637,3,121,8334
2020-06-30,8639,2,121,8354
2020-07-01,8640,1,121,8375
2020-07-02,8643,3,121,8437
2020-07-03,8648,5,121,8446
2020-07-04,8658,10,121,8461
2020-07-05,8663,5,121,8465
2020-07-06,8668,5,121,8476
2020-07-07,8674,6,121,8481
2020-07-08,8677,3,121,8486
2020-07-09,8683,6,121,8499
2020-07-10,8696,13,121,8511
2020-07-11,8704,8,122,8515
2020-07-12,8718,14,122,8519
2020-07-13,8725,7,122,8520
2020-07-14,8729,4,122,8524
2020-07-15,8734,5,122,8526
2020-07-16,8737,3,122,8538
2020-07-17,8755,18,122,8541
2020-07-18,8764,9,122,8546
2020-07-19,8779,15,123,8553
2020-07-20,8800,21,123,8555
2020-07-21,8815,15,123,8562
2020-07-22,8831,16,123,8566
2020-07-23,8840,9,123,8574
2020-07-24,8861,21,123,8577
2020-07-25,8884,23,123,8594
2020-07-26,8897,13,124,8600
2020-07-27,8904,7,124,8601
2020-07-28,8943,39,124,8607
2020-07-29,8956,13,124,8612
2020-07-30,8964,8,124,8617
2020-07-31,8976,12,125,8644
2020-08-01,8985,9,125,8647
2020-08-02,8999,14,125,8664
2020-08-03,9001,2,125,8668
2020-08-04,9002,1,125,8684
2020-08-05,9023,21,125,8702
2020-08-06,9038,15,125,8713
2020-08-07,9063,25,125,8728
2020-08-08,9070,7,125,8775
2020-08-09,9083,13,125,8784
2020-08-10,9094,11,125,8803
2020-08-11,9103,9,125,8809
2020-08-12,9114,11,125,8817
2020-08-13,9129,15,125,8821
2020-08-14,9149,20,125,8828
2020-08-15,9175,26,125,8831
2020-08-16,9200,25,125,8859
2020-08-17,9212,12,125,8876
2020-08-18,9219,7,125,8902
2020-08-19,9235,16,125,8925
2020-08-20,9240,5,125,8932
2020-08-21,9249,9,125,8945
2020-08-22,9257,8,125,8949
2020-08-23,9267,10,125,8959
2020-08-24,9274,7,125,8965
2020-08-25,9285,11,125,8971
2020-08-26,9291,6,125,8978
2020-08-27,9296,5,125,8994
2020-08-28,9306,10,125,9030
2020-08-29,9317,11,125,9038
2020-08-30,9334,17,126,9048
2020-08-31,9340,6,127,9054
2020-09-01,9354,14,128,9075
2020-09-02,9360,6,128,9079
2020-09-03,9374,14,128,9083
2020-09-04,9385,11,128,9092
2020-09-05,9391,6,128,9113
2020-09-06,9397,6,128,9115
2020-09-07,9459,62,128,9124
2020-09-08,9559,100,128,9136
2020-09-09,9583,24,128,9143
2020-09-10,9628,45,128,9167
2020-09-11,9810,182,128,9181
2020-09-12,9868,58,128,9189
2020-09-13,9915,47,128,9196
2020-09-14,9946,31,128,9203
2020-09-15,9969,23,128,9209
2020-09-16,10031,62,128,9235
2020-09-17,10052,21,128,9250
2020-09-18,10147,95,129,9264
2020-09-19,10167,20,130,9315
2020-09-20,10219,52,130,9355
2020-09-21,10276,57,130,9395
2020-09-22,10358,82,130,9563
2020-09-23,10505,147,133,9602
2020-09-24,10576,71,133,9666
2020-09-25,10687,111,133,9696
2020-09-26,10769,82,133,9785
2020-09-27,10919,150,134,9835
2020-09-28,11034,115,134,9889
2020-09-29,11135,101,134,9939
2020-09-30,11224,89,136,9967
2020-10-01,11484,260,136,10014
2020-10-02,11771,287,136,10095
2020-10-03,12088,317,137,10216
2020-10-04,12381,293,137,10283
2020-10-05,12813,432,137,10340
2020-10-06,13504,691,141,10427
2020-10-07,13993,489,141,10501
2020-10-08,14368,375,146,10519
2020-10-09,14722,354,152,10707
2020-10-10,15096,374,155,10780
2020-10-11,15657,561,157,10913
2020-10-12,16220,563,159,11022
2020-10-13,16880,660,163,11372
2020-10-14,17540,660,167,11605
2020-10-15,18129,589,170,12014
2020-10-16,18758,629,176,12259
2020-10-17,19627,869,180,12561
2020-10-18,20498,871,187,13262
2020-10-19,21363,865,190,13717
2020-10-20,22225,862,193,14351
2020-10-21,22957,732,199,14931
2020-10-22,23804,847,204,15417
2020-10-23,24514,710,214,15884
2020-10-24,25742,1228,221,16555
2020-10-25,26565,823,229,17134
2020-10-26,27805,1240,236,17825
2020-10-27,28640,835,238,18499
2020-10-28,29441,801,246,19072
2020-10-29,30090,649,246,19757
2020-10-30,30889,799,249,20248
2020-10-31,31548,659,249,21248
2020-11-01,32505,957,249,22220
2020-11-02,33339,834,251,23120
2020-11-03,34393,1054,263,23995
2020-11-04,35425,1032,271,24815
2020-11-05,36434,1009,277,25654
2020-11-06,38189,1755,279,26380
2020-11-07,39357,1168,282,27409
2020-11-08,40209,852,286,28234
2020-11-09,41181,972,294,29579
2020-11-10,42050,869,300,30304
2020-11-11,42872,822,302,31073
2020-11-12,43791,919,303,32069
2020-11-13,45095,1304,304,32969
2020-11-14,46209,1114,306,33772
2020-11-15,47417,1208,309,34785
2020-11-16,48520,1103,313,35606
2020-11-17,49730,1210,318,36624
2020-11-18,50390,660,322,37254
2020-11-19,51680,1290,326,38132
2020-11-20,52638,958,329,39088
2020-11-21,53679,1041,332,40493
2020-11-22,54775,1096,335,41597
2020-11-23,56659,1884,337,42480
2020-11-24,58847,2188,341,44153
2020-11-25,59817,970,345,46501
2020-11-26,60752,935,348,49056
2020-11-27,61861,1109,350,50204
2020-11-28,63176,1315,354,51314
2020-11-29,64485,1309,357,52647
2020-11-30,65697,1212,360,54759
2020-12-01,67169,1472,363,56311
2020-12-02,68020,851,365,56969
2020-12-03,69095,1075,376,57917
2020-12-04,70236,1141,376,59061
2020-12-05,71359,1123,380,60204
2020-12-06,72694,1335,382,61273
2020-12-07,74294,1600,384,62306
2020-12-08,75306,1012,388,64056
2020-12-09,76265,959,393,65124
2020-12-10,78499,2234,396,66236
2020-12-11,80309,1810,402,67173
2020-12-12,82246,1937,411,68084
2020-12-13,83475,1229,415,69393
2020-12-14,84846,1371,419,70597
2020-12-15,86618,1772,422,71681
2020-12-16,87913,1295,429,72733
2020-12-17,89133,1220,432,74030
2020-12-18,90816,1683,432,75244
2020-12-19,91969,1153,433,76242
2020-12-20,93309,1340,437,77309
2020-12-21,95327,2018,438,78393
2020-12-22,97389,2062,439,79304
2020-12-23,98737,1348,444,80014
2020-12-24,100318,1581,446,81099
2020-12-25,101565,1247,449,82540
2020-12-26,103900,2335,451,83414
2020-12-27,105096,1196,452,84411
2020-12-28,106690,1594,455,85592
2020-12-29,108615,1925,457,86715
2020-12-30,110485,1870,463,87460
2020-12-31,113010,2525,471,88941
2021-01-01,115078,2068,474,91171
2021-01-02,117373,2295,483,94492
2021-01-03,119077,1704,494,97218
2021-01-04,120818,1741,501,98228
2021-01-05,122845,2027,509,99449
2021-01-06,125438,2593,513,100578
2021-01-07,128465,3027,521,102723
2021-01-08,131108,2643,537,105431
2021-01-09,133559,2451,542,106832
2021-01-10,135992,2433,551,108109
2021-01-11,138224,2232,555,109115
2021-01-12,141533,3309,559,110584
2021-01-13,144518,2985,563,111578
2021-01-14,147855,3337,578,113288
2021-01-15,151066,3211,586,115227
2021-01-16,155095,4029,594,117375
2021-01-17,158434,3339,601,120051
2021-01-18,161740,3306,605,122344
2021-01-19,165371,3631,619,125288
2021-01-20,169379,4008,630,127662
2021-01-21,172549,3170,642,130152
2021-01-22,176180,3631,660,132706
2021-01-23,180455,4275,667,137019
2021-01-24,183801,3346,678,141446
2021-01-25,186849,3048,689,145084
2021-01-26,190434,3585,700,149160
2021-01-27,194114,3680,707,151018
2021-01-28,198208,4094,717,154299
2021-01-29,203933,5725,733,157722
2021-01-30,209661,5728,746,161527
2021-01-31,214959,5298,760,166049
2021-02-01,219173,4214,770,170329
2021-02-02,222628,3455,791,173990
2021-02-03,226912,4284,809,177794
2021-02-04,231483,4571,826,181886
2021-02-05,234874,3391,845,185278
2021-02-06,238721,3847,857,186970
2021-02-07,242452,3731,872,190339
2021-02-08,245552,3100,896,192679
2021-02-09,248316,2764,909,196566
2021-02-10,251604,3288,923,198495
2021-02-11,254988,3384,936,202269
2021-02-12,258306,3318,953,205774
2021-02-13,261805,3499,958,209289
2021-02-14,264269,2464,965,213814
2021-02-15,266445,2176,975,218335
2021-02-16,269165,2720,983,224053
2021-02-17,272163,2998,1005,229762
2021-02-18,274875,2712,1030,235082
2021-02-19,277811,2936,1043,239971
2021-02-20,280272,2461,1051,244753
2021-02-21,283569,3297,1056,249209
2021-02-22,285761,2192,1062,252623
2021-02-23,288229,2468,1076,256678
2021-02-24,291774,3545,1088,260009
2021-02-25,293698,1924,1100,263761
2021-02-26,295951,2253,1111,266846
