Date,Johor,Kedah,Kelantan,Malacca,Negeri Sembilan,Pahang,Penang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,Kuala Lumpur,Putrajaya,Labuan
2020-12-07,98.0,18.0,3.0,1.0,541.0,1.0,55.0,54.0,0.0,248.0,2.0,426.0,0.0,148.0,0.0,5.0
2020-12-08,108.0,10.0,2.0,0.0,23.0,33.0,18.0,29.0,0.0,271.0,2.0,417.0,0.0,98.0,1.0,0.0
2020-12-09,100.0,16.0,17.0,2.0,33.0,119.0,29.0,33.0,0.0,203.0,0.0,277.0,0.0,129.0,0.0,1.0
2020-12-10,100.0,14.0,3.0,5.0,67.0,45.0,42.0,115.0,0.0,274.0,1.0,1428.0,3.0,136.0,1.0,0.0
2020-12-11,69.0,22.0,2.0,5.0,64.0,96.0,34.0,12.0,0.0,532.0,1.0,829.0,2.0,132.0,2.0,8.0
2020-12-12,105.0,16.0,1.0,15.0,49.0,79.0,102.0,62.0,0.0,429.0,1.0,823.0,6.0,238.0,0.0,11.0
2020-12-13,103.0,13.0,0.0,7.0,29.0,28.0,26.0,105.0,1.0,333.0,0.0,435.0,12.0,131.0,0.0,6.0
2020-12-14,45.0,5.0,2.0,1.0,260.0,0.0,31.0,62.0,0.0,283.0,0.0,532.0,9.0,124.0,1.0,16.0
2020-12-15,48.0,20.0,3.0,5.0,67.0,8.0,34.0,110.0,0.0,260.0,0.0,503.0,7.0,696.0,0.0,11.0
2020-12-16,105.0,9.0,1.0,14.0,60.0,13.0,69.0,35.0,0.0,322.0,0.0,481.0,1.0,232.0,4.0,3.0
2020-12-17,67.0,9.0,10.0,98.0,33.0,4.0,80.0,41.0,0.0,130.0,9.0,368.0,2.0,297.0,2.0,16.0
2020-12-18,77.0,4.0,1.0,140.0,174.0,6.0,37.0,65.0,0.0,260.0,1.0,692.0,4.0,197.0,6.0,19.0
2020-12-19,75.0,13.0,10.0,3.0,18.0,16.0,30.0,82.0,0.0,199.0,2.0,401.0,0.0,281.0,4.0,19.0
2020-12-20,156.0,6.0,1.0,1.0,169.0,12.0,30.0,10.0,0.0,196.0,3.0,441.0,2.0,284.0,2.0,27.0
2020-12-21,278.0,3.0,6.0,9.0,58.0,12.0,18.0,21.0,0.0,247.0,0.0,1204.0,1.0,127.0,5.0,29.0
2020-12-22,167.0,5.0,4.0,9.0,57.0,6.0,23.0,17.0,0.0,252.0,0.0,1014.0,0.0,504.0,2.0,2.0
2020-12-23,118.0,14.0,4.0,124.0,31.0,45.0,43.0,8.0,0.0,189.0,4.0,535.0,1.0,226.0,4.0,2.0
2020-12-24,115.0,4.0,9.0,76.0,144.0,12.0,37.0,26.0,0.0,249.0,2.0,491.0,7.0,379.0,4.0,26.0
2020-12-25,205.0,0.0,4.0,14.0,89.0,11.0,25.0,55.0,0.0,225.0,3.0,461.0,0.0,140.0,7.0,8.0
2020-12-26,412.0,16.0,54.0,5.0,33.0,19.0,58.0,26.0,1.0,248.0,6.0,710.0,0.0,728.0,3.0,16.0
2020-12-27,194.0,27.0,31.0,23.0,39.0,9.0,37.0,30.0,0.0,186.0,3.0,392.0,5.0,202.0,6.0,12.0
2020-12-28,191.0,12.0,28.0,14.0,160.0,11.0,69.0,47.0,0.0,157.0,2.0,697.0,3.0,196.0,9.0,0.0
2020-12-29,110.0,8.0,31.0,9.0,60.0,288.0,57.0,17.0,0.0,230.0,4.0,747.0,2.0,358.0,2.0,0.0
2020-12-30,607.0,23.0,56.0,8.0,34.0,48.0,69.0,48.0,0.0,280.0,1.0,472.0,2.0,219.0,1.0,2.0
2020-12-31,194.0,24.0,37.0,239.0,78.0,15.0,92.0,33.0,0.0,299.0,2.0,1205.0,17.0,222.0,5.0,63.0
2021-01-01,112.0,20.0,53.0,23.0,51.0,16.0,226.0,51.0,0.0,254.0,8.0,776.0,14.0,457.0,4.0,3.0
2021-01-02,580.0,47.0,26.0,95.0,131.0,29.0,288.0,12.0,0.0,259.0,5.0,638.0,16.0,156.0,12.0,1.0
2021-01-03,179.0,53.0,47.0,6.0,72.0,21.0,103.0,75.0,0.0,316.0,10.0,673.0,4.0,112.0,17.0,16.0
2021-01-04,295.0,45.0,50.0,34.0,56.0,12.0,55.0,34.0,1.0,303.0,8.0,687.0,4.0,150.0,6.0,1.0
2021-01-05,428.0,47.0,42.0,21.0,98.0,25.0,60.0,25.0,0.0,383.0,13.0,509.0,13.0,313.0,13.0,37.0
2021-01-06,571.0,42.0,43.0,13.0,125.0,11.0,77.0,34.0,0.0,405.0,5.0,965.0,19.0,265.0,9.0,9.0
2021-01-07,1103.0,30.0,66.0,11.0,63.0,25.0,111.0,59.0,0.0,493.0,14.0,706.0,10.0,699.0,17.0,3.0
2021-01-08,298.0,107.0,49.0,70.0,88.0,28.0,75.0,80.0,3.0,401.0,16.0,1086.0,34.0,-101.0,20.0,6.0
2021-01-09,302.0,65.0,61.0,50.0,351.0,36.0,273.0,42.0,8.0,409.0,55.0,564.0,16.0,198.0,17.0,4.0
2021-01-10,321.0,71.0,103.0,35.0,144.0,41.0,189.0,80.0,5.0,403.0,24.0,730.0,29.0,231.0,10.0,17.0
2021-01-11,396.0,40.0,95.0,37.0,102.0,46.0,112.0,51.0,3.0,374.0,153.0,557.0,41.0,204.0,13.0,8.0
2021-01-12,442.0,62.0,86.0,21.0,85.0,96.0,317.0,241.0,0.0,409.0,146.0,1007.0,20.0,326.0,36.0,15.0
2021-01-13,535.0,97.0,85.0,72.0,106.0,143.0,105.0,61.0,1.0,450.0,166.0,837.0,27.0,289.0,11.0,0.0
2021-01-14,460.0,86.0,85.0,85.0,169.0,113.0,234.0,92.0,4.0,389.0,180.0,1036.0,89.0,257.0,24.0,34.0
2021-01-15,535.0,142.0,79.0,58.0,70.0,70.0,194.0,74.0,0.0,514.0,60.0,889.0,92.0,401.0,24.0,9.0
